[BAD] /home/ubuntu/cs122b-project1/csv_package/genres.csv line 72: genres.csv missing name :: [71, ]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 438: stars_in_movies references missing star/movie: starId=s000006860, movieId=ACu27 :: [s000006860, ACu27]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 668: stars_in_movies references missing star/movie: starId=s000007092, movieId=ADx1 :: [s000007092, ADx1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 669: stars_in_movies references missing star/movie: starId=s000007093, movieId=ADx1 :: [s000007093, ADx1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 670: stars_in_movies references missing star/movie: starId=s000007094, movieId=ADx1 :: [s000007094, ADx1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 671: stars_in_movies references missing star/movie: starId=s000006859, movieId=ADx1 :: [s000006859, ADx1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 672: stars_in_movies references missing star/movie: starId=s000006859, movieId=ADx1 :: [s000006859, ADx1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 673: stars_in_movies references missing star/movie: starId=s000006859, movieId=ADx1 :: [s000006859, ADx1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 837: stars_in_movies references missing star/movie: starId=s000002757, movieId=AHa10 :: [s000002757, AHa10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 838: stars_in_movies references missing star/movie: starId=s000004752, movieId=AHa10 :: [s000004752, AHa10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 839: stars_in_movies references missing star/movie: starId=s000002868, movieId=AHa10 :: [s000002868, AHa10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 840: stars_in_movies references missing star/movie: starId=s000004199, movieId=AHa10 :: [s000004199, AHa10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 841: stars_in_movies references missing star/movie: starId=s000007152, movieId=AHa10 :: [s000007152, AHa10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 842: stars_in_movies references missing star/movie: starId=s000006140, movieId=AHa10 :: [s000006140, AHa10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 843: stars_in_movies references missing star/movie: starId=s000001410, movieId=AHa10 :: [s000001410, AHa10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1616: stars_in_movies references missing star/movie: starId=s000000490, movieId=AMa69 :: [s000000490, AMa69]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1713: stars_in_movies references missing star/movie: starId=s000004257, movieId=Amo13 :: [s000004257, Amo13]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1714: stars_in_movies references missing star/movie: starId=s000007474, movieId=Amo13 :: [s000007474, Amo13]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1715: stars_in_movies references missing star/movie: starId=s000007475, movieId=Amo13 :: [s000007475, Amo13]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1716: stars_in_movies references missing star/movie: starId=s000007476, movieId=Amo13 :: [s000007476, Amo13]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1717: stars_in_movies references missing star/movie: starId=s000004347, movieId=Amo13 :: [s000004347, Amo13]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1718: stars_in_movies references missing star/movie: starId=s000004814, movieId=AMp1 :: [s000004814, AMp1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1719: stars_in_movies references missing star/movie: starId=s000007477, movieId=AMp1 :: [s000007477, AMp1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1720: stars_in_movies references missing star/movie: starId=s000002955, movieId=AMp1 :: [s000002955, AMp1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1721: stars_in_movies references missing star/movie: starId=s000007478, movieId=AMp1 :: [s000007478, AMp1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1722: stars_in_movies references missing star/movie: starId=s000006776, movieId=AMp1 :: [s000006776, AMp1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1723: stars_in_movies references missing star/movie: starId=s000003538, movieId=AMp1 :: [s000003538, AMp1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1799: stars_in_movies references missing star/movie: starId=s000002036, movieId=AnB24 :: [s000002036, AnB24]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1800: stars_in_movies references missing star/movie: starId=s000000872, movieId=AnB24 :: [s000000872, AnB24]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1801: stars_in_movies references missing star/movie: starId=s000007024, movieId=AnB24 :: [s000007024, AnB24]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1802: stars_in_movies references missing star/movie: starId=s000006860, movieId=AnB24 :: [s000006860, AnB24]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 1803: stars_in_movies references missing star/movie: starId=s000007510, movieId=AnB24 :: [s000007510, AnB24]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 2354: stars_in_movies references missing star/movie: starId=s000004677, movieId=ArL51 :: [s000004677, ArL51]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 2355: stars_in_movies references missing star/movie: starId=s000004490, movieId=ArL51 :: [s000004490, ArL51]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 2356: stars_in_movies references missing star/movie: starId=s000004127, movieId=ArL51 :: [s000004127, ArL51]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 2357: stars_in_movies references missing star/movie: starId=s000005168, movieId=ArL51 :: [s000005168, ArL51]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 2358: stars_in_movies references missing star/movie: starId=s000006148, movieId=ArL51 :: [s000006148, ArL51]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 2359: stars_in_movies references missing star/movie: starId=s000002117, movieId=ArL51 :: [s000002117, ArL51]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 2360: stars_in_movies references missing star/movie: starId=s000001778, movieId=ArL51 :: [s000001778, ArL51]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 2598: stars_in_movies references missing star/movie: starId=s000006859, movieId=ATk12 :: [s000006859, ATk12]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 2599: stars_in_movies references missing star/movie: starId=s000006541, movieId=ATk12 :: [s000006541, ATk12]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3063: stars_in_movies references missing star/movie: starId=s000000596, movieId=BBl1 :: [s000000596, BBl1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3078: stars_in_movies references missing star/movie: starId=s000002234, movieId=BCh10 :: [s000002234, BCh10]
